2017-10-02 12:16:00,1000000001,1001897614,PSG,58,event description,Item was identified as high value., , 
2017-10-03 18:54:00,1000000001,1001897615,PSG,72,event description,Your item was processed for delivery., , 
2017-10-05 18:23:00,1000000001,1001897616,ParcelStore,44,event description,Item has been sorted to a location in the depot, , 
2017-10-06 23:41:00,1000000001,1001897617,ParcelStore,23,event description,Item was identified as high value., , 
2017-10-10 11:57:00,1000000001,1001897618,Navigator,51,event description,Item has been sorted to a location in the depot, , 
2017-10-14 02:09:00,1000000001,1001897619,ParcelStore,44,event description,Item has been sorted to a location in the depot, , 
2017-10-16 21:34:00,1000000001,1001897620,PSG,37,event description,Item was identified as high value., , 
2017-10-18 14:15:00,1000000001,1001897621,ParcelStore,16,event description,Your item was processed for delivery., , 
2017-10-21 01:32:00,1000000001,1001897622,PSG,58,event description,Out for Delivery, , 
2017-10-23 02:58:00,1000000001,1001897623,ParcelStore,30,event description,Delivered, , 
2017-10-06 00:35:00,1000000002,1001897624,ParcelStore,79,event description,Your item was processed for delivery., , 
2017-10-09 01:56:00,1000000002,1001897625,IPS,23,event description,Your item was processed for delivery., , 
2017-10-11 19:39:00,1000000002,1001897626,Navigator,9,event description,Item has been sorted to a location in the depot, , 
2017-10-13 07:32:00,1000000002,1001897627,ParcelStore,51,event description,Item has been sorted to a location in the depot, , 
2017-10-17 12:29:00,1000000002,1001897628,Navigator,16,event description,Item was identified as high value., , 
2017-10-22 07:37:00,1000000002,1001897629,IPS,44,event description,Out for Delivery, , 
2017-10-27 00:10:00,1000000002,1001897630,IPS,51,event description,Delivered, , 
2017-10-04 06:14:00,1000000003,1001897631,Navigator,23,event description,Your item was processed for delivery., , 
2017-10-05 23:33:00,1000000003,1001897632,PSG,72,event description,Item was identified as high value., , 
2017-10-09 08:02:00,1000000003,1001897633,IPS,30,event description,Item was identified as high value., , 
2017-10-11 10:20:00,1000000003,1001897634,IPS,86,event description,Your item was processed for delivery., , 
2017-10-13 20:08:00,1000000003,1001897635,ParcelStore,72,event description,Your item was processed for delivery., , 
2017-10-15 17:39:00,1000000003,1001897636,Navigator,30,event description,Item has been sorted to a location in the depot, , 
2017-10-19 20:35:00,1000000003,1001897637,ParcelStore,93,event description,Out for Delivery, , 
2017-10-21 08:02:00,1000000003,1001897638,PSG,44,event description,Delivered, , 
2017-10-05 11:12:00,1000000004,1001897639,Navigator,93,event description,Item has been sorted to a location in the depot, , 
2017-10-06 15:16:00,1000000004,1001897640,ParcelStore,93,event description,Item was identified as high value., , 
2017-10-08 09:56:00,1000000004,1001897641,IPS,44,event description,Your item was processed for delivery., , 
2017-10-12 21:06:00,1000000004,1001897642,ParcelStore,93,event description,Item has been sorted to a location in the depot, , 
2017-10-17 15:14:00,1000000004,1001897643,PSG,44,event description,Item was identified as high value., , 
2017-10-19 16:45:00,1000000004,1001897644,Navigator,23,event description,Your item was processed for delivery., , 
2017-10-23 12:13:00,1000000004,1001897645,IPS,44,event description,Item has been sorted to a location in the depot, , 
2017-10-24 21:19:00,1000000004,1001897646,IPS,37,event description,Out for Delivery, , 
2017-10-29 23:06:00,1000000004,1001897647,Navigator,44,event description,Delivered, , 
2017-10-05 00:00:00,1000000005,1001897648,PSG,23,event description,Item was identified as high value., , 
2017-10-07 14:35:00,1000000005,1001897649,PSG,37,event description,Item was identified as high value., , 
2017-10-10 22:20:00,1000000005,1001897650,ParcelStore,30,event description,Your item was processed for delivery., , 
2017-10-14 02:38:00,1000000005,1001897651,Navigator,93,event description,Item has been sorted to a location in the depot, , 
2017-10-15 06:37:00,1000000005,1001897652,ParcelStore,16,event description,Out for Delivery, , 
2017-10-17 05:57:00,1000000005,1001897653,PSG,86,event description,Delivered, , 
2017-10-02 01:39:00,1000000006,1001897654,ParcelStore,72,event description,Item was identified as high value., , 
2017-10-06 07:59:00,1000000006,1001897655,PSG,51,event description,Your item was processed for delivery., , 
2017-10-11 11:31:00,1000000006,1001897656,Navigator,44,event description,Item was identified as high value., , 
2017-10-17 10:36:00,1000000006,1001897657,IPS,9,event description,Your item was processed for delivery., , 
2017-10-18 18:36:00,1000000006,1001897658,PSG,44,event description,Item was identified as high value., , 
2017-10-23 07:21:00,1000000006,1001897659,PSG,93,event description,Your item was processed for delivery., , 
2017-10-26 23:21:00,1000000006,1001897660,IPS,30,event description,Item was identified as high value., , 
2017-11-01 19:49:00,1000000006,1001897661,PSG,16,event description,Item has been sorted to a location in the depot, , 
2017-11-03 19:15:00,1000000006,1001897662,Navigator,23,event description,Out for Delivery, , 
